key	legacy_id	kind	owner	source	selector	target	fingerprint	program	interpreter	launched_by	runs_as	reads	writes	executes	network_hosts	verification	capabilities_needed	child_profile_recommendation	shape	launch_risk
archive:gcc-core:post_install	A010	archive_lifecycle	gcc-core	packages/core/gcc-core/build.sh	post_install	archive:.scripts/post_install.sh	sha256:6f19a2135856db858a91aa3d6134ede8c6e44e58c1ced2d14968101fcee7c481	archive:gcc-core/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	compiler, linker, libc and start files	/tmp/dummy.{c,log} and /tmp/a.out then deletes them	cc; readelf; grep; sed; rm	none	body SHA-256 6f19a2135856db858a91aa3d6134ede8c6e44e58c1ced2d14968101fcee7c481 bound to base recipe; package archive/index trust precedes extraction	temporary-file DAC; compiler execution	transitional Cx:archive-lifecycle/pkg-gcc-core; end state stable package-owned Px; never inherit pkm	pkg-gcc-core	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gdk-pixbuf-pass2:post_install	A039	archive_lifecycle	gdk-pixbuf-pass2	packages/desktop/gdk-pixbuf-pass2/build.sh	post_install	archive:.scripts/post_install.sh	sha256:c0513d34aae814d37410f85f62f3e7555ef075b82c4b39cfd4596bf4d90ce59f	archive:gdk-pixbuf-pass2/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GDK Pixbuf loaders	loaders.cache	gdk-pixbuf-query-loaders	none	body SHA-256 c0513d34aae814d37410f85f62f3e7555ef075b82c4b39cfd4596bf4d90ce59f bound to base recipe; package archive/index trust precedes extraction	root loader-cache DAC	transitional Cx:archive-lifecycle/gdk-pixbuf-cache; end state stable package-owned Px; never inherit pkm	gdk-pixbuf-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gdk-pixbuf:post_install	A040	archive_lifecycle	gdk-pixbuf	packages/desktop/gdk-pixbuf/build.sh	post_install	archive:.scripts/post_install.sh	sha256:c0513d34aae814d37410f85f62f3e7555ef075b82c4b39cfd4596bf4d90ce59f	archive:gdk-pixbuf/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GDK Pixbuf loaders	loaders.cache	gdk-pixbuf-query-loaders	none	body SHA-256 c0513d34aae814d37410f85f62f3e7555ef075b82c4b39cfd4596bf4d90ce59f bound to base recipe; package archive/index trust precedes extraction	root loader-cache DAC	transitional Cx:archive-lifecycle/gdk-pixbuf-cache; end state stable package-owned Px; never inherit pkm	gdk-pixbuf-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gdm:post_install	A041	archive_lifecycle	gdm	packages/desktop/gdm/build.sh	post_install	archive:.scripts/post_install.sh	sha256:7f8a6c9389f7f48be9bdb310243e99b1e0206f0c00697399e96e3b6ae8271534	archive:gdm/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GDM sysusers fragment; GLib schemas; desktop entries	account databases; /var/lib/gdm; gschemas.compiled; mimeinfo.cache	systemd-sysusers; install; glib-compile-schemas; update-desktop-database	none	body SHA-256 7f8a6c9389f7f48be9bdb310243e99b1e0206f0c00697399e96e3b6ae8271534 bound to base recipe; package archive/index trust precedes extraction	root account/state/cache DAC	transitional Cx:archive-lifecycle/pkg-gdm; end state stable package-owned Px; never inherit pkm	pkg-gdm	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:geoclue2:post_install	A042	archive_lifecycle	geoclue2	packages/desktop/geoclue2/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:geoclue2/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gimp:post_install	A102	archive_lifecycle	gimp	packages/extra/gimp/build.sh	post_install	archive:.scripts/post_install.sh	sha256:7f72bdd18f722c983e5e69a1883c1cc59a9afe43582bf5e17fb17b77c01366f5	archive:gimp/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries and icons	mimeinfo.cache and icon-theme.cache	update-desktop-database; gtk-update-icon-cache	none	body SHA-256 7f72bdd18f722c983e5e69a1883c1cc59a9afe43582bf5e17fb17b77c01366f5 bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-icon-cache; end state stable package-owned Px; never inherit pkm	desktop-icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:glib-networking:post_install	A043	archive_lifecycle	glib-networking	packages/desktop/glib-networking/build.sh	post_install	archive:.scripts/post_install.sh	sha256:b12f22d4951ba06e9a6f9c772b5bc3ac069af659c2a8d7d2afd528b34b019531	archive:glib-networking/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GIO modules	giomodule.cache	gio-querymodules	none	body SHA-256 b12f22d4951ba06e9a6f9c772b5bc3ac069af659c2a8d7d2afd528b34b019531 bound to base recipe; package archive/index trust precedes extraction	root module-cache DAC	transitional Cx:archive-lifecycle/gio-module-cache; end state stable package-owned Px; never inherit pkm	gio-module-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:glibc-core:post_install	A011	archive_lifecycle	glibc-core	packages/core/glibc-core/build.sh	post_install	archive:.scripts/post_install.sh	sha256:a2113e11a9179f942a9164e85f1dc87d2afee39ab5904c32dde702d06810c6a0	archive:glibc-core/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	locale sources; optional build-only tzdata source; libraries/config	locale archive; build-context zoneinfo; /etc/ld.so.cache; temporary tzdata extraction	localedef; tar; zic; cp; mkdir; ldconfig	none	body SHA-256 a2113e11a9179f942a9164e85f1dc87d2afee39ab5904c32dde702d06810c6a0 bound to base recipe; package archive/index trust precedes extraction	root locale/shared-data/loader-cache DAC	transitional Cx:archive-lifecycle/pkg-glibc-core; end state stable package-owned Px; never inherit pkm	pkg-glibc-core	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-autoar:post_install	A044	archive_lifecycle	gnome-autoar	packages/desktop/gnome-autoar/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-autoar/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-backgrounds:post_install	A045	archive_lifecycle	gnome-backgrounds	packages/desktop/gnome-backgrounds/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-backgrounds/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-bluetooth:post_install	A046	archive_lifecycle	gnome-bluetooth	packages/desktop/gnome-bluetooth/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-bluetooth/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-control-center:post_install	A047	archive_lifecycle	gnome-control-center	packages/desktop/gnome-control-center/build.sh	post_install	archive:.scripts/post_install.sh	sha256:f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6	archive:gnome-control-center/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schemas and desktop entries	gschemas.compiled and mimeinfo.cache	glib-compile-schemas; update-desktop-database	none	body SHA-256 f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6 bound to base recipe; package archive/index trust precedes extraction	root schema/application DAC	transitional Cx:archive-lifecycle/schema-desktop-cache; end state stable package-owned Px; never inherit pkm	schema-desktop-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-desktop:post_install	A048	archive_lifecycle	gnome-desktop	packages/desktop/gnome-desktop/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-desktop/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-keyring:post_install	A049	archive_lifecycle	gnome-keyring	packages/desktop/gnome-keyring/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-keyring/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-menus:post_install	A050	archive_lifecycle	gnome-menus	packages/desktop/gnome-menus/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-menus/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-online-accounts:post_install	A051	archive_lifecycle	gnome-online-accounts	packages/desktop/gnome-online-accounts/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-online-accounts/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-session:post_install	A052	archive_lifecycle	gnome-session	packages/desktop/gnome-session/build.sh	post_install	archive:.scripts/post_install.sh	sha256:f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6	archive:gnome-session/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schemas and desktop entries	gschemas.compiled and mimeinfo.cache	glib-compile-schemas; update-desktop-database	none	body SHA-256 f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6 bound to base recipe; package archive/index trust precedes extraction	root schema/application DAC	transitional Cx:archive-lifecycle/schema-desktop-cache; end state stable package-owned Px; never inherit pkm	schema-desktop-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-settings-daemon:post_install	A053	archive_lifecycle	gnome-settings-daemon	packages/desktop/gnome-settings-daemon/build.sh	post_install	archive:.scripts/post_install.sh	sha256:f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6	archive:gnome-settings-daemon/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schemas and desktop entries	gschemas.compiled and mimeinfo.cache	glib-compile-schemas; update-desktop-database	none	body SHA-256 f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6 bound to base recipe; package archive/index trust precedes extraction	root schema/application DAC	transitional Cx:archive-lifecycle/schema-desktop-cache; end state stable package-owned Px; never inherit pkm	schema-desktop-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-shell-extensions:post_install	A054	archive_lifecycle	gnome-shell-extensions	packages/desktop/gnome-shell-extensions/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-shell-extensions/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-shell:post_install	A055	archive_lifecycle	gnome-shell	packages/desktop/gnome-shell/build.sh	post_install	archive:.scripts/post_install.sh	sha256:f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6	archive:gnome-shell/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schemas and desktop entries	gschemas.compiled and mimeinfo.cache	glib-compile-schemas; update-desktop-database	none	body SHA-256 f582099b4453c3193795f79a5818d9cd051ad134bbac5919ab4422b24f96d2a6 bound to base recipe; package archive/index trust precedes extraction	root schema/application DAC	transitional Cx:archive-lifecycle/schema-desktop-cache; end state stable package-owned Px; never inherit pkm	schema-desktop-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-terminal:post_install	A056	archive_lifecycle	gnome-terminal	packages/desktop/gnome-terminal/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-terminal/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gnome-tweaks:post_install	A057	archive_lifecycle	gnome-tweaks	packages/desktop/gnome-tweaks/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gnome-tweaks/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:graphite-gtk-theme:post_install	A-NOOP-008	archive_noop	graphite-gtk-theme	packages/desktop/graphite-gtk-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484	archive:graphite-gtk-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root today	none	none	none	none	exact body SHA-256 sha256:e1b31f81d4527a55ec0897dd72d8e270e64348ef8aeae13ebc7c520d605ff484; conservative no-op classifier with mutation controls	none	remove declarations or make hook sealing skip semantically empty bodies; no child execution authority	no-op-aggregate	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gsettings-desktop-schemas:post_install	A058	archive_lifecycle	gsettings-desktop-schemas	packages/desktop/gsettings-desktop-schemas/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gsettings-desktop-schemas/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gtk3:post_install	A059	archive_lifecycle	gtk3	packages/desktop/gtk3/build.sh	post_install	archive:.scripts/post_install.sh	sha256:26d6d2f9985d8a3308af04b9a0ab6e4fb29ab65f30993d8bb5124af5591547b3	archive:gtk3/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GTK input modules and GLib schema sources	GTK immodules cache and gschemas.compiled	gtk-query-immodules-3.0; glib-compile-schemas	none	body SHA-256 26d6d2f9985d8a3308af04b9a0ab6e4fb29ab65f30993d8bb5124af5591547b3 bound to base recipe; package archive/index trust precedes extraction	root cache/schema DAC	transitional Cx:archive-lifecycle/gtk3-module-schema; end state stable package-owned Px; never inherit pkm	gtk3-module-schema	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gtk4:post_install	A060	archive_lifecycle	gtk4	packages/desktop/gtk4/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gtk4/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gtksourceview5:post_install	A061	archive_lifecycle	gtksourceview5	packages/desktop/gtksourceview5/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:gtksourceview5/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gvfs-pass2:post_install	A062	archive_lifecycle	gvfs-pass2	packages/desktop/gvfs-pass2/build.sh	post_install	archive:.scripts/post_install.sh	sha256:6897da05280551ee8aca617e184c3f05d037e36bbf4086a52412d5d57ffc9a40	archive:gvfs-pass2/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GIO modules and GLib schemas	giomodule.cache and gschemas.compiled	gio-querymodules; glib-compile-schemas	none	body SHA-256 6897da05280551ee8aca617e184c3f05d037e36bbf4086a52412d5d57ffc9a40 bound to base recipe; package archive/index trust precedes extraction	root module/schema-cache DAC	transitional Cx:archive-lifecycle/gio-schema-cache; end state stable package-owned Px; never inherit pkm	gio-schema-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:gvfs:post_install	A063	archive_lifecycle	gvfs	packages/desktop/gvfs/build.sh	post_install	archive:.scripts/post_install.sh	sha256:6897da05280551ee8aca617e184c3f05d037e36bbf4086a52412d5d57ffc9a40	archive:gvfs/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GIO modules and GLib schemas	giomodule.cache and gschemas.compiled	gio-querymodules; glib-compile-schemas	none	body SHA-256 6897da05280551ee8aca617e184c3f05d037e36bbf4086a52412d5d57ffc9a40 bound to base recipe; package archive/index trust precedes extraction	root module/schema-cache DAC	transitional Cx:archive-lifecycle/gio-schema-cache; end state stable package-owned Px; never inherit pkm	gio-schema-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:handbrake:post_install	A103	archive_lifecycle	handbrake	packages/extra/handbrake/build.sh	post_install	archive:.scripts/post_install.sh	sha256:a471746062fa97b5df6a7515798a2f4148788a491507d28b038f936a4d654e26	archive:handbrake/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	schemas, icons and desktop entries	gschemas.compiled; icon-theme.cache; mimeinfo.cache	glib-compile-schemas; gtk-update-icon-cache; update-desktop-database	none	body SHA-256 a471746062fa97b5df6a7515798a2f4148788a491507d28b038f936a4d654e26 bound to base recipe; package archive/index trust precedes extraction	root application/icon/schema DAC	transitional Cx:archive-lifecycle/desktop-schema-icon; end state stable package-owned Px; never inherit pkm	desktop-schema-icon	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:haproxy:post_install	A104	archive_lifecycle	haproxy	packages/extra/haproxy/build.sh	post_install	archive:.scripts/post_install.sh	sha256:50e43ceb30292b2c7cb231c6e7a1c915e263920e55430b695aee2a628b015f55	archive:haproxy/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	AppArmor profile and named service paths	named service state directories; running-kernel AppArmor policy	install; apparmor_parser	none	body SHA-256 50e43ceb30292b2c7cb231c6e7a1c915e263920e55430b695aee2a628b015f55 bound to base recipe; package archive/index trust precedes extraction	root DAC; ownership setting; CAP_MAC_ADMIN	transitional Cx:archive-lifecycle/server-policy-dirs; end state stable package-owned Px; never inherit pkm	server-policy-dirs	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:hicolor-icon-theme:post_install	A064	archive_lifecycle	hicolor-icon-theme	packages/desktop/hicolor-icon-theme/build.sh	post_install	archive:.scripts/post_install.sh	sha256:78bc8a739956baa83f70e8be95c3aa664d140274e6de9a85fb5bf1dc881f8428	archive:hicolor-icon-theme/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	one icon theme	icon-theme.cache	gtk-update-icon-cache	none	body SHA-256 78bc8a739956baa83f70e8be95c3aa664d140274e6de9a85fb5bf1dc881f8428 bound to base recipe; package archive/index trust precedes extraction	root theme-directory DAC	transitional Cx:archive-lifecycle/icon-cache; end state stable package-owned Px; never inherit pkm	icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:ibus:post_install	A065	archive_lifecycle	ibus	packages/desktop/ibus/build.sh	post_install	archive:.scripts/post_install.sh	sha256:15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c	archive:ibus/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	GLib schema XML/overrides	gschemas.compiled	glib-compile-schemas	none	body SHA-256 15e51ad16915a694ff076f97ba82f4054e5a4eafaa40d2e368c1450594a1884c bound to base recipe; package archive/index trust precedes extraction	root schema-directory DAC	transitional Cx:archive-lifecycle/glib-schemas; end state stable package-owned Px; never inherit pkm	glib-schemas	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:influxdb:post_install	A105	archive_lifecycle	influxdb	packages/extra/influxdb/build.sh	post_install	archive:.scripts/post_install.sh	sha256:ad72ead61198d26e7cf1af9448fdf9164da1885a03d63a18f8fd63593f8221a1	archive:influxdb/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	InfluxDB sysusers fragment, profile, config/state dirs	account databases; state ownership; running-kernel AppArmor policy	systemd-sysusers; chown; apparmor_parser	none	body SHA-256 ad72ead61198d26e7cf1af9448fdf9164da1885a03d63a18f8fd63593f8221a1 bound to base recipe; package archive/index trust precedes extraction	CAP_CHOWN; CAP_MAC_ADMIN; root DAC	transitional Cx:archive-lifecycle/pkg-influxdb; end state stable package-owned Px; never inherit pkm	pkg-influxdb	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:inkscape:post_install	A106	archive_lifecycle	inkscape	packages/extra/inkscape/build.sh	post_install	archive:.scripts/post_install.sh	sha256:7f72bdd18f722c983e5e69a1883c1cc59a9afe43582bf5e17fb17b77c01366f5	archive:inkscape/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	desktop entries and icons	mimeinfo.cache and icon-theme.cache	update-desktop-database; gtk-update-icon-cache	none	body SHA-256 7f72bdd18f722c983e5e69a1883c1cc59a9afe43582bf5e17fb17b77c01366f5 bound to base recipe; package archive/index trust precedes extraction	root application/icon-directory DAC	transitional Cx:archive-lifecycle/desktop-icon-cache; end state stable package-owned Px; never inherit pkm	desktop-icon-cache	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
archive:intel-ucode:post_install	A012	archive_lifecycle	intel-ucode	packages/core/intel-ucode/build.sh	post_install	archive:.scripts/post_install.sh	sha256:50c4647c53bd827d58ef6fa54c847ab8513809cb8bd4eacc2497f350d70ae280	archive:intel-ucode/.scripts/post_install.sh	/usr/bin/bash -e	pkm/hooks.py	root	Intel firmware tree and tool availability	/boot/intel-ucode.img	iucode_tool; rm	none	body SHA-256 50c4647c53bd827d58ef6fa54c847ab8513809cb8bd4eacc2497f350d70ae280 bound to base recipe; package archive/index trust precedes extraction	root boot-file DAC	transitional Cx:archive-lifecycle/intel-microcode-image; end state stable package-owned Px; never inherit pkm	intel-microcode-image	pkm starts /usr/bin/bash -e; body children remain PATH-resolved unless explicitly absolute
